UPC	RECEIPT ALIAS	ITEM NAME	BRAND	SIZE	COST	SUID	VENDOR	UOM	PACK
767749008673	INNCNT BYSTNDR PINK MOSCATO 17	INNOCENT BYSTANDER PINK MOSCATO 2017	OLD BRIDGE CELLARS	750 ML	12.75	108651	PINNACLE IMPORTS	CS	12	
767749010010	SHOO FLY SHIRAZ 2014	SHOO FLY SHIRAZ 2014	OLD BRIDGE CELLARS	750 ML	12	108440	PINNACLE IMPORTS	CS	12	
767749012151	KILKNON KILLRMNS RUN SHIRAZ 09	KILIKANOON KILLERMANS RUN SHIRAZ 2009	OLD BRIDGE CELLARS	750 ML	15.75	108290	PINNACLE IMPORTS	CS	12	
767749014018	FRISK PRICKLY RIESLING 2017	FRISK PRICKLY RIESLING 2017	OLD BRIDGE CELLARS	750 ML	10.5	121460	PINNACLE IMPORTS	CS	12	
780174300174	FNTANAFRDDA BARBRSCO CSTE DCG	FONTANAFRDDA BARBARESCO COSTE RUBIN DOCG 2010	PALM BAY INTERNATIONAL	750 ML	49.5	106810	PINNACLE IMPORTS	CS	12	
780174530519	FNTANAFRDDA MSCTO DSTI 375ML 06	FONTANAFRDDA MUSCATO DASTI 375ML 2006	PALM BAY INTERNATIONAL	375 ML	11.25	106830	PINNACLE IMPORTS	CS	12	
783757502026	ECHEVERRIA CAB SAUV 2014	ECHEVERRIA CABERNET SAUVIGNON 2014	ARARAT IMPORT EXPORT CO. LLC	750 ML	12	109970	PINNACLE IMPORTS	CS	12	
783757502101	ECHEVRRA SV LIMTD EDITN 11 6PCK	ECHEVERRIA CAB SAUV LIMITED EDITION 2011 6PACK	ARARAT IMPORT EXPORT CO. LLC	750 ML	15	109980	PINNACLE IMPORTS	CS	6	
783757701016	ECHEVERRIA SAUV BLANC 2016	ECHEVERRIA SAUVIGNON BLANC 2016	ARARAT IMPORT EXPORT CO. LLC	750 ML	9	110000	PINNACLE IMPORTS	CS	12	
784255197523	RIOJA BORDON RESERVA 2011	RIOJA BORDON RESERVA 2011	MARTIGNETTI CO. (VISION W&S)	750 ML	14.25	126432	PINNACLE IMPORTS	CS	12	
784255197530	RIOJA BORDON CRIANZA 2013	RIOJA BORDON CRIANZA 2013	MARTIGNETTI CO. (VISION W&S)	750 ML	11.25	126431	PINNACLE IMPORTS	CS	12	
784255197554	RIOJA BORDON GRAN RESERVA 2007	RIOJA BORDON GRAN RESERVA 2007	MARTIGNETTI CO. (VISION W&S)	750 ML	22.5	126433	PINNACLE IMPORTS	CS	12	
785255002862	BOISSNCARNNE CTS DU RHNE RGE 10	DOM BOISSON-CAIRANNE COTES DU RHONE ROUGE 2010	WINES OF FRANCE	750 ML	11.25	111310	PINNACLE IMPORTS	CS	12	
791202097249	FORADORI TEROLDEGO 2014	FORADORI TEROLDEGO 2014	LOUIS-DRESSNER	750 ML	23.25	126960	PINNACLE IMPORTS	CS	12	
791930000009	BRNRD FUQT CVEE SLX VOUVRAY 16	BERNARD FOUQUET CUVEE SILEX VOUVRAY 2016	WEYGANDT-METZLER IMPORTING	750 ML	15.75	115540	PINNACLE IMPORTS	CS	12	
791930001402	VERGANO CHINATO NEBBIOLO	VERGANO CHINATO NEBBIOLO	LOUIS-DRESSNER	500 ML	36	125823	PINNACLE IMPORTS	CS	6	
791930001402	SRVN CHBLS CVEE LES PARGUES 15	DOM SERVIN CHABLIS CUVEE LES PARGUES 2015	WEYGANDT-METZLER IMPORTING	750 ML	18.75	11270011	PINNACLE IMPORTS	CS	12	
791930001426	CH GREFFERE MACNLA RCHE VV 16	CH. GREFFIERE MACON-LA ROCHE VV 2016	WEYGANDT-METZLER IMPORTING	750 ML	15.75	124360	PINNACLE IMPORTS	CS	12	
791930001570	DU VSSX CHERMETTE BEAUJOLIS 16	DOM DU VISSOUX CHERMETTE BEAUJOLAIS 2016	WEYGANDT-METZLER IMPORTING	750 ML	13.5	113150	PINNACLE IMPORTS	CS	12	
791930001730	LS APHLLNTHS CDR GLLTS PLN DU 16	DOM LES APHILLANTHES CDR GALLETS PLAN DIEU 2016	WEYGANDT-METZLER IMPORTING	750 ML	16.5	111280	PINNACLE IMPORTS	CS	12	
791930002492	REVERDY SANCERRE LES COUTES 2016	REVERDY SANCERRE LES COUTES 2016	WEYGANDT-METZLER IMPORTING	750 ML	22	11705013	PINNACLE IMPORTS	CS	12	
791930002553	SERGE DAGUENEU POUILLY FUME 16	SERGE DAGUENEAU POUILLY FUME 2016	WEYGANDT-METZLER IMPORTING	750 ML	20.25	11708012	PINNACLE IMPORTS	CS	12	
791930003291	BNNETHUTU MSCDT LES LAURES 14	BONNET-HUTEAU MUSCADET LES LAURES 2014	WEYGANDT-METZLER IMPORTING	750 ML	14.25	124010	PINNACLE IMPORTS	CS	12	
793573188007	GEVREY-CHMBRTN EVCELLS RESERVE	LIVERA GEVREY-CHAMBERTIN LES EVOCELLES RESERVE VV 2010	NORTH BERKELEY IMPORTS	750 ML	49.5	117200	PINNACLE IMPORTS	CS	12	
794504454925	KNEE CTRA EXTRA ALE (BMBR) 1222Z	KNEE DEEP CITRA EXTRA PALE ALE (BOMBER) / 12/22OZ	KNEE DEEP BREWING CO.	22 OZ		127210	PINNACLE IMPORTS	CS	12	
797822684586	FRGGRPFRUT SHNDY CTRS CNS(LR)	HOPPIN FROG GRAPEFRUIT TURBO SHANDY CITRUS ALE CANS(LR)	HOPPIN FROG BREWERY	12 OZ		1730	PINNACLE IMPORTS	CS	24	
798304208825	HOPPIN FROG GANGSTER FROG IPA	HOPPIN FROG GANGSTER FROG IPA	HOPPIN FROG BREWERY	22 OZ		120360	PINNACLE IMPORTS	CS	12	
801740024680	CASA E DI MIRAFIORE BAROLO DOCG	CASA E DI MIRAFIORE BAROLO DOCG	DOMAINE SELECT WINE ESTATE	750 ML	31.5	106845	PINNACLE IMPORTS	CS	12	
801740079808	CASA MIRFRE BARBRA DALBA SPERRE	CASA E DI MIRAFIORE BARBERA DALBA DOC SUPERIORE	DOMAINE SELECT WINE ESTATE	750 ML	20.25	106847	PINNACLE IMPORTS	CS	12	
801740079976	CASA E DI MIRFRE LNGHE NBBOLO DC	CASA E DI MIRAFIORE LANGHE NEBBIOLO DOC	DOMAINE SELECT WINE ESTATE	750 ML	25.5	106846	PINNACLE IMPORTS	CS	12	
804551312052	HPPN FRG BRREL AGED TURBO SHANDY	HOPPIN FROG BARREL AGED TURBO SHANDY	HOPPIN FROG BREWERY	22 OZ		120375	PINNACLE IMPORTS	CS	12	
804551312113	KLLA VANLLA EXTRARDNRY VANLLA	HOPPIN FROG KILLA VANILLA EXTRAORDINARY VANILLA IPA	HOPPIN FROG BREWERY	22 OZ		120377	PINNACLE IMPORTS	CS	12	
804879126379	ILLAHE WILLAMETTE PN NOIR 2016	ILLAHE WILLAMETTE PINOT NOIR 2016	ILLAHE	750 ML	18.75	119474	PINNACLE IMPORTS	CS	12	
804879154082	ILLHE WLLMETTE ESTTE PNT GRS 16	ILLAHE WILLAMETTE ESTATE PINOT GRIS 2016	ILLAHE	750 ML	15	119472	PINNACLE IMPORTS	CS	12	
804879154105	HYLND ESTATES COURY PN NOIR 13	HYLAND ESTATES COURY PINOT NOIR 2013	HYLAND ESTATES	750 ML	48	12587313	PINNACLE IMPORTS	CS	12	
804879154105	ILLAHE VIOGNIER 2016	ILLAHE VIOGNIER 2016	ILLAHE	750 ML	15	119470	PINNACLE IMPORTS	CS	12	
804879154112	ILLHE ESTTE GRUNR VELTLINER 15	ILLAHE ESTATE GRUNER VELTLINER 2015	ILLAHE	750 ML	15	119471	PINNACLE IMPORTS	CS	12	
805109112124	CASTANO SOLANERA 2013	CASTANO SOLANERA 2013	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12.75	120750	PINNACLE IMPORTS	CS	12	
805109112247	CASTANO MONASTRELL 2014 DI	CASTANO MONASTRELL 2014 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	9	12075114	PINNACLE IMPORTS	CS	12	
805109134065	DMNE LA GRRGE VACQUEYRAS 15 DI	DOMAINE LA GARRIGUE VACQUEYRAS 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	18	12060113	PINNACLE IMPORTS	CS	12	
805109134089	DMNE LA GRRGE CDR ROMINE 15 DI	DOMAINE LA GARRIGUE CDR ROMAINE 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	13.5	12059013	PINNACLE IMPORTS	CS	12	
805109187016	NOVELLUM CHRDNY 2016 DI	NOVELLUM CHRDNY 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	12086013	PINNACLE IMPORTS	CS	12	
805109190115	GRAMONA GESSAMI ORG 2016 DI	GRAMONA GESSAMI ORG 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15	120871	PINNACLE IMPORTS	CS	12	
805109340015	WILLM FEVRE DMNE CLS GRND CRU 14	WILLIAM FEVRE DOMAINE LES CLOS GRAND CRU 2014	HENRIOT INC.	750 ML	99	122141	PINNACLE IMPORTS	CS	12	
805109340015	LAFAGE COTE DEST 2015 DI	LAFAGE COTE DEST 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	12088015	PINNACLE IMPORTS	CS	12	
805109340022	LAFAGE CUVEE CENTENAIRE 2015 DI	LAFAGE CUVEE CENTENAIRE 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12	120641	PINNACLE IMPORTS	CS	12	
805109340039	LAFGE CVEE NCLS GRENACHE 14 DI	LAFAGE CUVEE NICOLAS GRENACHE 2014 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	13.5	120631	PINNACLE IMPORTS	CS	12	
805109340053	LAFAGE COTE SUD 2008 DI	LAFAGE COTE SUD 2008 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	12	111760	PINNACLE IMPORTS	CS	12	
805109445017	ESPELT CORALI ROSE 2015	ESPELT CORALI ROSE 2015	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	10.5	110591	PINNACLE IMPORTS	CS	12	
805109445055	ESPELT VAILLET 2013 DI	ESPELT VAILLET 2013 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	10.5	11060013	PINNACLE IMPORTS	CS	12	
805109446014	RAFL PALCS LOURO GODELLO 16 DI	RAFAEL PALACIOS LOURO GODELLO 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	18	12080013	PINNACLE IMPORTS	CS	12	
805109990012	CUVEE FRDDY 24112OZ	CUVEE FRDDY 24/11.2OZ	B. UNITED	11.2 OZ		119850	PINNACLE IMPORTS	CS	24	
805109990012	ALTOVINUM EVODIA 2016 DI	ALTOVINUM EVODIA 2016 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	9.75	12095013	PINNACLE IMPORTS	CS	12	
811258020050	THE DISTRCT MERLOT OAKVILLE 13	THE DISTRICT MERLOT OAKVILLE 2013	UNUM WINE CELLARS LLC	750 ML	33	124772	PINNACLE IMPORTS	CS	12	
811387013800	LST VNYRDS CB SV SOLID CASE ONLY	LOST VNYRDS CABERNET SAUVIGNON SOLID CASE ONLY	LOST VINEYARDS	750 ML	4.5	109190	PINNACLE IMPORTS	CS	12	
811387014111	LST TREE HGGR ROSSO SLD CSE ONLY	LOST TREE HUGGER ROSSO SOLID CASE ONLY	LOST VINEYARDS	750 ML	7	106090	PINNACLE IMPORTS	CS	12	
811387014159	CASSAGNOLES GASCOGNE ROSE 2016	CASSAGNOLES GASCOGNE ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML	8.5	112992	PINNACLE IMPORTS	CS	12	
811387015071	LOST TREE HUGGER BIANCO	LOST TREE HUGGER BIANCO	LOST VINEYARDS	750 ML	7	106100	PINNACLE IMPORTS	CS	12	
811387015743	VNYRDS SANGRA 500ML (PLSTC BTL) 	LOST VNYRDS WHITE SANGRIA 500ML (PLASTIC BTL) SOLID CASE	LOST VINEYARDS	500 ML	4.5	110360	PINNACLE IMPORTS	CS	12	
811387016887	VNYRDS BRRY SANGRA SLD CSE ONLY	LOST VNYRDS BERRY SANGRIA SOLID CASE ONLY	LOST VINEYARDS	750 ML	6	110311	PINNACLE IMPORTS	CS	12	
811882008127	CH FLEUR CARDINALE LA 2011	CH. FLEUR CARDINALE LA 2011	AUDY	750 ML	42	113520	PINNACLE IMPORTS	CS	12	
811882008219	CH FARGUES SAUTERNES 375ML 2005	CH. FARGUES SAUTERNES 375ML 24PK 2005	PINNACLE IMPORTS	375 ML	67.5	113510	PINNACLE IMPORTS	CS	24	
811981008219	DE DOLLE BOSKEUN112	DE DOLLE BOSKEUN 20PK/11.2	B. UNITED	11.2 OZ		301430	PINNACLE IMPORTS	CS	20	
814378000407	CASA CASTILLO MONASTRELL 2015 DI	CASA CASTILLO MONASTRELL 2015 DI	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	11.25	120730	PINNACLE IMPORTS	CS	12	
815271020004	DURIN PIGATO 2014	DURIN PIGATO 2014	NORTH BERKELEY IMPORTS	750 ML	17.25	126830	PINNACLE IMPORTS	CS	12	
815541000552	MNTESE CONDO ROSSO IGT TSCAN2011	MONTESE CONDO ROSSO IGT TOSCANA2011	LOUIS-DRESSNER	750 ML	16	107210	PINNACLE IMPORTS	CS	12	
815770010261	STEELHEAD CHARD 2015 1875ML	STEELHEAD CHARD 2015 1875ML	V2 WINE GROUP	187.5 ML	4.5	123321	PINNACLE IMPORTS	CS	24	
815770010278	STEELHEAD SONOMA MERLOT 187ML	STEELHEAD SONOMA MERLOT 187ML	V2 WINE GROUP	187.5 ML	4.5	123322	PINNACLE IMPORTS	CS	24	
831803003017	NADIA CAB SAUV 2015	NADIA CABERNET SAUVIGNON 2015	LAETITIA VINEYARD & WINERY	750 ML	20.25	101918	PINNACLE IMPORTS	CS	12	
831803003031	NADIA SAUV BLANC 2015	NADIA SAUVIGNON BLANC 2015	LAETITIA VINEYARD & WINERY	750 ML	14.25	101919	PINNACLE IMPORTS	CS	12	
835207000023	SPY VALLEY SAUV BLANC 2016	SPY VALLEY SAUV BLANC 2016	BROADBENT SELECTIONS	750 ML	15.75	108020	PINNACLE IMPORTS	CS	12	
835207001013	SPY VALLEY PN NOIR 2013	SPY VALLEY PINOT NOIR 2013	BROADBENT SELECTIONS	750 ML	21.75	108010	PINNACLE IMPORTS	CS	12	
835207001020	CHATU EXTRAVAGNT DSY DENE 375ML 	CHATEAU EXTRAVAGANT DE DOISEY DAENE 375ML 1PK 2007	AUDY	375 ML	236.5	113480	PINNACLE IMPORTS	EA	1	
835207003017	SPY VALLEY ENVOY PINOT GRIS 2008	SPY VALLEY ENVOY PINOT GRIS 2008 6PK	BROADBENT SELECTIONS	750 ML	24.75	107990	PINNACLE IMPORTS	CS	6	
835207003017	CHATU MANISSY TAVEL ROSE 16	CHATEAU DE MANISSY TAVEL ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML	17.25	111297	PINNACLE IMPORTS	CS	12	
835603001013	BENMARCO MALBEC 2014	BENMARCO MALBEC 2014	FOLIO WINE COMPANY LLC	750 ML	16.5	109340	PINNACLE IMPORTS	CS	12	
835603001075	LUCA CHRDNY 2013	LUCA CHRDNY 2013	VINE CONNECTIONS	750 ML	27	10907011	PINNACLE IMPORTS	CS	12	
835603001082	LUCA MALBEC 2014	LUCA MALBEC 2014	VINE CONNECTIONS	750 ML	27.75	109080	PINNACLE IMPORTS	CS	12	
835603001105	LCA SYRH LBRDEDBL SELECT 11	LUCA SYRAH LABORDE DOUBLE SELECT 2011	VINE CONNECTIONS	750 ML	23.25	109050	PINNACLE IMPORTS	CS	12	
835603001167	TIKAL AMORIO 2014	TIKAL AMORIO 2014	VINE CONNECTIONS	750 ML	24.75	10953011	PINNACLE IMPORTS	CS	12	
835603001174	TKL PATRTA BONARDA MALBEC 14	TIKAL PATRIOTA BONARDA - MALBEC 2014	VINE CONNECTIONS	750 ML	17.25	10955012	PINNACLE IMPORTS	CS	12	
835603001198	CLOS PISSARRA CLOS D OC 2009	CLOS PISSARRA CLOS D OC 2009	MIURA VINEYARDS	750 ML	40	119331	PINNACLE IMPORTS	CS	12	
835603001259	LA POSTA BONARDA 2013	LA POSTA BONARDA 2013	VINE CONNECTIONS	750 ML	14.25	109270	PINNACLE IMPORTS	CS	12	
835603001259	LA CLLERE RASTEU LES TROUILLERES	DOM LA COLLIERE RASTEAU LES TROUILLERES	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	15.75	124691	PINNACLE IMPORTS	CS	12	
835603001303	BENMARCO CAB SAUV 2012	BENMARCO CABERNET SAUVIGNON 2012	FOLIO WINE COMPANY LLC	750 ML	16.5	109330	PINNACLE IMPORTS	CS	12	
835603001303	CNRRA DSCALA BLK SLTE MRRA BLNC	CONRERIA DSCALA DEI BLK SLATE LA MORERA BLANC	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	17.25	124702	PINNACLE IMPORTS	CS	12	
835603001310	LA POSTA PIZZELLA MALBEC 2015	LA POSTA PIZZELLA MALBEC 2015	VINE CONNECTIONS	750 ML	15	109310	PINNACLE IMPORTS	CS	12	
835603001372	MENDEL MALBEC 2015	MENDEL MALBEC 2015	VINE CONNECTIONS	750 ML	20.25	10924012	PINNACLE IMPORTS	CS	12	
835603001396	2015- TNTO MLBC BNARDA SYRH BLND	LA POSTA COCINA 2015- TINTO MALBEC BONARDA SYRAH BLEND	VINE CONNECTIONS	750 ML	12	109290	PINNACLE IMPORTS	CS	12	
835603001396	COLLOSORBO BRNLLO MONTLCNO 	COLLOSORBO BRUNELLO DI MONTALCINO RISERVA 2006	NORTH BERKELEY IMPORTS	750 ML	72	123880	PINNACLE IMPORTS	CS	12	
835603001396	COLLOSORBO ROSSO DI MONTLCNO 12	COLLOSORBO ROSSO DI MONTALCINO 2012	NORTH BERKELEY IMPORTS	750 ML	26.25	123881	PINNACLE IMPORTS	CS	12	
835603001679	CORISON NAPA CAB 2014	CORISON NAPA CAB 2014	CORISON WINES	750 ML	74.25	100790	PINNACLE IMPORTS	CS	12	
835603001839	BODINI MALBEC 2016	BODINI MALBEC 2016	VINE CONNECTIONS	750 ML	9.75	108860	PINNACLE IMPORTS	CS	12	
835603002614	CRIOS MALBEC 2016	CRIOS MALBEC 2016	FOLIO WINE COMPANY LLC	750 ML	11.25	108900	PINNACLE IMPORTS	CS	12	
835603002621	MAYU PEDRO XIMENEZ 2016	MAYU PEDRO XIMENEZ 2016	VINE CONNECTIONS	750 ML	9.75	109263	PINNACLE IMPORTS	CS	12	
835603002638	MAYU SAUV BLANC 2016	MAYU SAUVIGNON BLANC 2016	VINE CONNECTIONS	750 ML	9.75	109262	PINNACLE IMPORTS	CS	12	
835603002645	MAYU CARMENERE  SYRAH 2012	MAYU CARMENERE / SYRAH 2012	VINE CONNECTIONS	750 ML	11.25	109264	PINNACLE IMPORTS	CS	12	
835603002645	MAYU CARMENERE  SYRAH 2014 WF	MAYU CARMENERE / SYRAH 2014 WF	VINE CONNECTIONS	750 ML	11.25	127280	PINNACLE IMPORTS	CS	12	
835603002928	BOYA ROSE 2016	BOYA ROSE 2016	VINE CONNECTIONS	750 ML	11.25	1430	PINNACLE IMPORTS	CS	12	
835603003455	WELL OF WISSAKE 300ML  GINJO	WELL OF WISDOM SAKE 300ML ( GINJO)	VINE CONNECTIONS	300 ML	10.5	107890	PINNACLE IMPORTS	CS	12	
835603005028	STHRN BTY SKE 720ML JNMI GINJO	SOUTHERN BEAUTY SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	33	107800	PINNACLE IMPORTS	CS	6	
835603005028	CH VIEUX PALON 2010	CH. VIEUX PALON 2010	PINNACLE IMPORTS	750 ML	21.75	114080	PINNACLE IMPORTS	CS	12	
835603005035	FLLD SKY SKE 720ML (JNMI GNJ)	STAR FILLED SKY SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	26.25	107760	PINNACLE IMPORTS	CS	6	
835603005103	DREMY CLOUDS SAKE 720ML NIGORI	DREAMY CLOUDS SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	26.25	107780	PINNACLE IMPORTS	CS	6	
835603005103	CH TROPLNG MONDT SNT EMILN 06	CH. TROPLONG MONDOT SAINT EMILION 2006	PINNACLE IMPORTS	750 ML	168	114040	PINNACLE IMPORTS	CS	12	
835603005127	THE WTR SKE 300ML (JNMI DIGNJ)	MOON ON THE WATER SAKE 300ML (JUNMAI DAIGINJO)	VINE CONNECTIONS	300 ML	15	126472	PINNACLE IMPORTS	CS	12	
835603005134	DIVNE DRPLTS 300ML (JNMI DIJNJ)	DIVINE DROPLETS SAKE 300ML (JUNMAI DAIJINJO)	VINE CONNECTIONS	300 ML	24	107810	PINNACLE IMPORTS	CS	12	
835603005158	FLLD SKY SKE 300ML (JNMI GNJ)	STAR FILLED SKY SAKE 300ML (JUNMAI GINJO)	VINE CONNECTIONS	300 ML	13.5	107750	PINNACLE IMPORTS	CS	12	
835603005219	DREMY CLOUDS SAKE 300ML NIGORI	DREAMY CLOUDS SAKE 300ML (NIGORI)	VINE CONNECTIONS	300 ML	12	107770	PINNACLE IMPORTS	CS	12	
835603005295	WELL OF WISSAKE 720ML  GINJO	WELL OF WISDOM SAKE 720ML ( GINJO) 6PK	VINE CONNECTIONS	720 ML	19.5	107880	PINNACLE IMPORTS	CS	6	
835603005295	CHRBNNERE CDP HTS BRUSQUERS 13	CHARBONNIERE CDP HAUTES BRUSQUIERES 2013	WINES OF FRANCE	750 ML	45	121781	PINNACLE IMPORTS	CS	12	
835603005387	BRDE THE FX SKE 720ML (JNMI GNJ)	BRIDE OF THE FOX SAKE 720ML (JUNMAI GINJO) 6PK	VINE CONNECTIONS	720 ML	26.25	107730	PINNACLE IMPORTS	CS	6	
835603005417	LIVING JEWEL SAKE 300ML JUNMAI	LIVING JEWEL SAKE 300ML (JUNMAI)	VINE CONNECTIONS	300 ML	9	107830	PINNACLE IMPORTS	CS	12	
835603005424	LIVING JEWEL SAKE 720ML NIGORI	LIVING JEWEL SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	14.25	107820	PINNACLE IMPORTS	CS	6	
835603005431	SNOW MAIDEN SAKE 720ML NIGORI	SNOW MAIDEN SAKE 720ML (NIGORI) 6PK	VINE CONNECTIONS	720 ML	14.25	107840	PINNACLE IMPORTS	CS	6	
835603005448	SNOW MAIDEN SAKE 300ML NIGORI	SNOW MAIDEN SAKE 300ML (NIGORI)	VINE CONNECTIONS	300 ML	9	107850	PINNACLE IMPORTS	CS	12	
835603005554	SIMPLICTY 300ML (JNMI DIGNJ)	PEARLS OF SIMPLICITY SAKE 300ML (JUNMAI DAIGINJO)	VINE CONNECTIONS	300 ML	15	126470	PINNACLE IMPORTS	CS	12	
835603006247	LEWELLING NAPA CAB 2013	LEWELLING NAPA CAB 2013	VINE CONNECTIONS	750 ML	58	121420	PINNACLE IMPORTS	CS	12	
839146005408	BRD ANVL PRTR 12 BRRL 15.5 GLLN	FRENCH BROAD ANVIL PORTER 1/2 BARREL 15.5 GALLON	FRENCH BROAD BREWERY	1/2 BB L		303731	PINNACLE IMPORTS	EA	1	
839146005408	RY STTON MERLOT NORTH COAST 14	RAY STATION MERLOT NORTH COAST 2014	VINTAGE WINE ESTATES	750 ML	13.5	116230	PINNACLE IMPORTS	CS	12	
839146006580	RAY STATION CAB 2014	RAY STATION CAB 2014	VINTAGE WINE ESTATES	750 ML	13.5	121940	PINNACLE IMPORTS	CS	12	
839146007785	COSENTINO THE BLANC 16	COSENTINO THE BLANC 16	VINTAGE WINE ESTATES	750 ML	12.75	100643	PINNACLE IMPORTS	CS	12	
839146007792	COSENTINO THE RD 2015	COSENTINO THE RD 2015	VINTAGE WINE ESTATES	750 ML	12.75	100642	PINNACLE IMPORTS	CS	12	
839411000633	COLLEMASSARI ROSSO RISERVA 2013	COLLEMASSARI ROSSO RISERVA 2013	DOMAINE SELECT WINE ESTATE	750 ML	21.75	126992	PINNACLE IMPORTS	CS	6	
839411000732	CLLMASSRI MELCCE VERMENTINO 15	COLLEMASSARI MELACCE VERMENTINO 2015	DOMAINE SELECT WINE ESTATE	750 ML	15	126990	PINNACLE IMPORTS	CS	6	
839543001218	CSTLLO PANERTTA CANOLO ROSTO	CASTELLO DELLA PANERETTA CANAIOLO ROSATO 2012	NORTH BERKELEY IMPORTS	750 ML	13.5	107130	PINNACLE IMPORTS	CS	12	
839543001218	PRIMATERRA PINOT GRIGIO 2016	PRIMATERRA PINOT GRIGIO 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	106170	PINNACLE IMPORTS	CS	12	
839543001225	FNTANAFRDDA BARBRA BRCCOTONDO 15	FONTANAFRDDA BARBERA BRICCOTONDO DOC 2015	PALM BAY INTERNATIONAL	750 ML	13.5	10682012	PINNACLE IMPORTS	CS	12	
839543001256	PRIMATERRA SANGIOVESE IGT 2016	PRIMATERRA SANGIOVESE IGT 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	106210	PINNACLE IMPORTS	CS	12	
839543001263	CAVITTORIA PROSECCO BRUT DOCG	CAVITTORIA PROSECCO BRUT DOCG	NORTH BERKELEY IMPORTS	750 ML	16.5	125540	PINNACLE IMPORTS	CS	12	
839543001270	CDR CRK PTOPOUNDR PALE LAGER KEG	CEDAR CREEK PATIOPOUNDER PALE LAGER KEG	CEDAR CREEK BREWERY	5.16667GA L		127011	PINNACLE IMPORTS	EA	1	
839543001294	PRIMATERRA PRIMITIVO 2016	PRIMATERRA PRIMITIVO 2016	DOMAINE SELECT WINE ESTATE	750 ML	9.75	116500	PINNACLE IMPORTS	CS	12	
839543001744	BSTDE BLNCHE CASTILLON ROSE 16	DOM BASTIDE BLANCHE CASTILLON ROSE 2016	WEYGANDT-METZLER IMPORTING	750 ML		111292	PINNACLE IMPORTS	CS	12	
839543001744	PRIMATERRA PROSECCO NV	PRIMATERRA PROSECCO NV	DOMAINE SELECT WINE ESTATE	750 ML	10.5	106190	PINNACLE IMPORTS	CS	12	
843304000020	HNRT SOUVERAIN BRUT CHAMPAGNE NV	HENRIOT SOUVERAIN BRUT CHAMPAGNE NV	HENRIOT INC.	750 ML	48	111930	PINNACLE IMPORTS	CS	12	
843304000181	HENRIOT ROSE CHAMPAGNE NV	HENRIOT ROSE CHAMPAGNE NV	HENRIOT INC.	750 ML	59.25	111950	PINNACLE IMPORTS	CS	12	
843304000181	DOMAINE DE MARCOUX CDP VV 2004	DOMAINE DE MARCOUX CDP VV 2004	EC-EUROPEAN CELLARS/ERIC SOLOMON	750 ML	105.56	125050	PINNACLE IMPORTS	CS	12	
843304000501	HNRT BLNC BLNC CHAMPGNE 375ML 	HENRIOT BLANC DE BLANC CHAMPAGNE 375ML NV	HENRIOT INC.	375 ML	31.5	111890	PINNACLE IMPORTS	CS	12	
843304000501	ST DAMIEN GIGONDAS 2014	DOM ST DAMIEN GIGONDAS 2014	WEYGANDT-METZLER IMPORTING	750 ML	25.75	12400012	PINNACLE IMPORTS	CS	12	
843304000525	HNRT SVRN BLNC BLNC CHAMPGNE NV	HENRIOT SOUVERAIN BLANC DE BLANC CHAMPAGNE NV	HENRIOT INC.	750 ML	57.75	111900	PINNACLE IMPORTS	CS	12	
843304015888	BOUCHARD POUILLYFUISSE 2015	BOUCHARD POUILLY-FUISSE 2015	HENRIOT INC.	750 ML	22.5	11560012	PINNACLE IMPORTS	CS	12	
843304017615	GLAZEN SAISON DERPE MERE 20L	GLAZEN SAISON DERPE MERE 20L	B. UNITED	20 L		302771	PINNACLE IMPORTS	EA	1	
